index	video_path	video	question_id	question	answer	options	correct_answer_index	category
2010	teacher-student/video_129.mp4	teacher-student/video_129	2010-3	Who is the woman on the phone calling?	She might be calling her friend to discuss how to resolve this issue.	A. She is probably calling her colleague about a work matter., B. She might be calling her friend to discuss how to resolve this issue., C. She could be calling her family for advice., D. She might be calling a service provider for assistance., E. She is likely calling her neighbor for a social invitation.	B	Counterfactual Prediction
2010	teacher-student/video_129.mp4	teacher-student/video_129	2010-4	Given the current tension, what will the two women do next?	They will plot against the man.	A. They will work together to resolve their issues., B. They will each go their separate ways., C. They will plot against the man., D. They will join forces to support the man's cause., E. They will confront each other about their grievances.	C	Factual Prediction
2010	teacher-student/video_129.mp4	teacher-student/video_129	2010-5	What is the facial expression of the woman with silver earrings when the man announces his intention to leave?	She appears concerned.	A. She looks annoyed., B. She seems indifferent., C. She appears joyful., D. She is visibly excited., E. She appears concerned.	E	Attitude Inference
2011	teacher-student/video_64.mp4	teacher-student/video_64	2011-1	Why did the speaker ask the students to stay after the class ended?	To be surprised with the student's appreciation.	A. To discuss their upcoming projects in detail., B. To hand out extra assignments for the weekend., C. To be surprised with the student's appreciation., D. To inform them about changes in the school schedule., E. To celebrate a recent accomplishment in the class.	C	Intent Inference
2011	teacher-student/video_64.mp4	teacher-student/video_64	2011-2	What will the speaker most likely do after reading the messages?	Thank the students individually.	A. Thank the students individually., B. Ignore the messages completely., C. Compose a group email to all students., D. Discuss the messages in a staff meeting., E. Create a presentation about the feedback.	A	Factual Prediction
2013	teacher-student/video_82.mp4	teacher-student/video_82	2013-1	Why are some of the people in the background holding up phones?	To record the dancing.	A. To record the dancing., B. To take pictures of the event., C. To check their social media feeds., D. To search for directions to the venue., E. To listen to music through their headphones.	A	Intent Inference
2013	teacher-student/video_82.mp4	teacher-student/video_82	2013-2	If the man wearing sunglasses appears impatient, will the girl continue jumping down?	She might not.	A. She definitely will., B. She might pause for a moment., C. She will look for another way down., D. She will ask him to wait., E. She might not.	E	Factual Prediction
2013	teacher-student/video_82.mp4	teacher-student/video_82	2013-3	What is the performance of the students dancing like?	Happy	A. Nervous, B. Bored, C. Confused, D. Happy, E. Excited	D	Emotion Inference
2013	teacher-student/video_82.mp4	teacher-student/video_82	2013-4	Why is the person in the sunglasses dancing with the other person?	To learn a new dance style.	A. To impress a crowd., B. To celebrate a birthday., C. To learn a new dance style., D. To have fun., E. To compete in a dance-off.	C	Intent Inference
2013	teacher-student/video_82.mp4	teacher-student/video_82	2013-5	What is the facial expression of the person wearing sunglasses while dancing?	Joyful.	A. Joyful., B. Confused., C. Angry., D. Serious., E. Bored.	A	Facial Expression Recognition
2013	teacher-student/video_82.mp4	teacher-student/video_82	2013-6	What will happen next?	Food will be served.	A. They will sit and chat., B. A band will start playing., C. Food will be served., D. The lights will dim., E. More people will dance.	C	Factual Prediction
2013	teacher-student/video_82.mp4	teacher-student/video_82	2013-7	Which kind of relationship plays a dominant role in this video?	teacher-student	A. boss-employee, B. coach-player, C. service, D. sports teammates, E. transactional, F. classmates, G. caregiver-recipient, H. couple, I. teacher-student, J. colleagues, K. sibling, L. friends, M. parent-child, N. grandparent-child	I	Relation Inference
2014	teacher-student/video_142.mp4	teacher-student/video_142	2014-1	Why might the musicians choose to perform in school uniform-style attire?	It is likely a school function.	A. They want to create a formal atmosphere., B. To stand out from the crowd of spectators., C. It is a requirement from the event organizers., D. They are trying to promote their new album., E. It is likely a school function.	E	Intent Inference
2014	teacher-student/video_142.mp4	teacher-student/video_142	2014-2	Why is there a stage and audience area?	The band is performing for an audience.	A. The band is performing for an audience., B. The equipment needs a secure setup., C. The venue is hosting a visual art exhibit., D. The area is designated for a school assembly., E. The space is required for a public speaking event.	A	Intent Inference
2014	teacher-student/video_142.mp4	teacher-student/video_142	2014-3	Which kind of relationship plays a dominant role in this video?	teacher-student	A. parent-child, B. caregiver-recipient, C. service, D. boss-employee, E. couple, F. classmates, G. teacher-student, H. friends, I. sibling, J. grandparent-child, K. colleagues, L. sports teammates, M. coach-player, N. transactional	G	Relation Inference
2015	teacher-student/video_147.mp4	teacher-student/video_147	2015-1	Why the student went to the teacher even though he was mad at her?	To let the teacher know how the students feel.	A. To ask for extra credit on an assignment., B. To discuss the upcoming school trip plans., C. To let the teacher know how the students feel., D. To complain about his classmates' behavior., E. To request a recommendation for college applications.	C	Intent Inference
2015	teacher-student/video_147.mp4	teacher-student/video_147	2015-2	How would the interaction between the teacher and the woman change if they were strangers?	It would not occur.	A. They would engage in small talk., B. It would not occur., C. The teacher would ignore her., D. They would have a lengthy discussion., E. The woman would ask for advice.	B	Counterfactual Prediction
2015	teacher-student/video_147.mp4	teacher-student/video_147	2015-3	If the boy sees his old teacher, will he return to class and pay attention during lessons?	He might have a strong reaction.	A. He will probably ignore the teacher., B. He is likely to be very happy., C. He might have a strong reaction., D. He may feel anxious and leave., E. He might act defiantly in class.	C	Factual Prediction
2015	teacher-student/video_147.mp4	teacher-student/video_147	2015-4	Can responsibility bring people closer together?	Yes, it can.	A. No, it cannot., B. Only in some situations., C. It depends on the person., D. Yes, it can., E. It creates more distance.	D	Emotion Inference
2015	teacher-student/video_147.mp4	teacher-student/video_147	2015-5	What emotions does the teacher shows during his conversation with the woman under the umbrellas?	Sadness, and then resolve.	A. Sadness, and then resolve., B. Joyfulness, and then confusion., C. Anger, followed by indifference., D. Surprise, and then fear., E. Frustration, and then acceptance.	A	Emotion Inference
2015	teacher-student/video_147.mp4	teacher-student/video_147	2015-6	What was the teacher's tone of voice when he returned to the class at the end?	Calm and positive.	A. Loud and aggressive., B. Confused and uncertain., C. Sarcastic and dismissive., D. Calm and positive., E. Bored and uninterested.	D	Attitude Inference
2015	teacher-student/video_147.mp4	teacher-student/video_147	2015-7	Which kind of relationship plays a dominant role in this video?	teacher-student	A. service, B. sports teammates, C. transactional, D. parent-child, E. couple, F. coach-player, G. teacher-student, H. colleagues, I. classmates, J. grandparent-child, K. caregiver-recipient, L. sibling, M. boss-employee, N. friends	G	Relation Inference
2016	teacher-student/video_116.mp4	teacher-student/video_116	2016-1	What will the person say next?	She will try to help solve the student's issue.	A. She will ignore the student's concerns., B. She will tell the student to figure it out themselves., C. She will try to help solve the student's issue., D. She will recommend a different course of action., E. She will suggest that the student give up.	C	Counterfactual Prediction
2016	teacher-student/video_116.mp4	teacher-student/video_116	2016-2	If the person in the video displayed an impatient demeanor, how might the interaction change?	It would likely escalate the student's negative feelings.	A. It might lead to a more positive discussion., B. It would likely escalate the student's negative feelings., C. The student could become more engaged and cooperative., D. It may encourage the student to express their thoughts openly., E. The interaction might improve with a calmer approach.	B	Relation Inference
2016	teacher-student/video_116.mp4	teacher-student/video_116	2016-3	What is the woman throwing away in the end?	She is throwing away a pencil.	A. She is throwing away a notebook., B. She is throwing away a book., C. She is throwing away a pencil., D. She is throwing away a pen., E. She is throwing away a piece of paper.	C	Emotion Inference
2016	teacher-student/video_116.mp4	teacher-student/video_116	2016-4	Is it right for the woman in the video to throw things away?	No, it isn't.	A. No, it isn't., B. Yes, it is., C. It depends on the situation., D. She should recycle instead., E. It's acceptable sometimes.	A	Emotion Inference
2016	teacher-student/video_116.mp4	teacher-student/video_116	2016-5	What emotion is conveyed through the text on the screen?	Indifference	A. Indifference, B. Joy, C. Surprise, D. Frustration., E. Nostalgia	A	Emotion Inference
2017	teacher-student/video_25.mp4	teacher-student/video_25	2017-1	Why did the teacher have the children stand up away from their desks?	As a form of punishment for incorrect answers.	A. To give them a chance to stretch and move around., B. To prepare them for a group activity outside the classroom., C. Because the classroom was too crowded for everyone to sit comfortably., D. To help them focus better in the upcoming lesson., E. As a form of punishment for incorrect answers.	E	Intent Inference
2017	teacher-student/video_25.mp4	teacher-student/video_25	2017-2	If the children were more confident, how would they react to the teacher?	They would offer more suggestions to correct the mistake.	A. They would become more disengaged and uninterested in the lesson., B. They would wait quietly for the teacher to address the whole class., C. They would likely avoid making eye contact and stay silent., D. They would express their ideas only when prompted by the teacher., E. They would offer more suggestions to correct the mistake.	E	Counterfactual Prediction
2017	teacher-student/video_25.mp4	teacher-student/video_25	2017-3	Is this teacher a good teacher?	No.	A. Yes., B. It depends on the subject., C. Many students think so., D. No., E. She has excellent reviews.	D	Environment Perception
2017	teacher-student/video_25.mp4	teacher-student/video_25	2017-4	What is the mental state of punished children?	Nervous and cautious	A. Angry and rebellious, B. Indifferent and apathetic, C. Nervous and cautious, D. Confident and relaxed, E. Joyful and playful	C	Emotion Inference
2017	teacher-student/video_25.mp4	teacher-student/video_25	2017-5	Will the children keep making mistakes during the class?	Yes.	A. No, they will improve., B. It depends on their attention., C. Yes., D. They are likely to master the material., E. Yes, but only a few of them.	C	Factual Prediction
2018	teacher-student/video_63.mp4	teacher-student/video_63	2018-1	What will happen to the unused cards?	They will be put away.	A. They will be thrown in the trash., B. They will be used for a game later., C. They will be put away., D. They will be given to someone else., E. They will be recycled for new materials.	C	Factual Prediction
2018	teacher-student/video_63.mp4	teacher-student/video_63	2018-2	Which person in this video is the teacher?	The man in the front left of the desk.	A. The woman sitting behind the desk., B. The child playing on the floor., C. The person standing by the window., D. The man in the back right corner., E. The man in the front left of the desk.	E	Human Attribute Identification
2019	teacher-student/video_94.mp4	teacher-student/video_94	2019-1	Why does the teacher single out the male student?	She believes he is the ringleader of the misbehavior.	A. She thinks he needs extra help in his studies., B. She believes he is the ringleader of the misbehavior., C. She wants to encourage him to be more confident., D. She is trying to promote teamwork among the students., E. She feels he has been unfairly treated by his peers.	B	Intent Inference
2019	teacher-student/video_94.mp4	teacher-student/video_94	2019-2	How would the teacher's reaction change if the student responded to her with respect and accountability?	She would be less confrontational.	A. She would feel more appreciated., B. She would be less confrontational., C. She would likely ignore the student., D. She would become more frustrated., E. She would respond with indifference.	B	Counterfactual Prediction
2019	teacher-student/video_94.mp4	teacher-student/video_94	2019-3	What is the emotion of the female teacher who wears glasses?	Particularly angry and even somewhat hysterical.	A. Calm and collected, B. Particularly angry and even somewhat hysterical., C. Excited and happy, D. Frustrated but composed, E. Indifferent and aloof	B	Emotion Inference
2019	teacher-student/video_94.mp4	teacher-student/video_94	2019-4	Why is the female teacher so upset?	Because the students are too casual and not following classroom rules.	A. Because the students did not complete their homework., B. Because the school administration put too much pressure on her., C. Because of a conflict with a colleague., D. Because the students are too casual and not following classroom rules., E. Because she received negative feedback from parents.	D	Intent Inference
2019	teacher-student/video_94.mp4	teacher-student/video_94	2019-5	How do the other students react when the teacher yells at the male student?	They ignore the situation and keep talking loudly.	A. They ignore the situation and keep talking loudly., B. They become quiet and avoid eye contact., C. They start laughing and making jokes among themselves., D. They cheer and support the teacher's actions., E. They approach the teacher to defend the male student.	A	Attitude Inference
2019	teacher-student/video_94.mp4	teacher-student/video_94	2019-6	What will be the short-term result of the confrontation with the teacher?	Increased tension among the students.	A. A temporary improvement in class behavior., B. Increased tension among the students., C. An unexpected drop in quiz scores., D. A sudden shift in classroom seating arrangements., E. A noticeable decline in student attendance.	B	Factual Prediction
2020	teacher-student/video_141.mp4	teacher-student/video_141	2020-1	What will likely happen after the person says 'this conversation is over'?	The person will leave.	A. The person will start a new topic., B. The person will ask more questions., C. The person will apologize for their comments., D. The person will leave., E. The person will continue to argue.	D	Relation Inference
2020	teacher-student/video_141.mp4	teacher-student/video_141	2020-2	Where is the most likely location for the video recording?	Her room.	A. A studio, B. A park, C. A classroom, D. A coffee shop, E. Her room.	E	Environment Perception
2021	teacher-student/video_124.mp4	teacher-student/video_124	2021-1	Why is the man so shocked when the woman makes eye contact?	He recognizes her as his former teacher.	A. He thinks she is an actress he admires., B. He recognizes her as his former teacher., C. He realizes she is his neighbor from a different city., D. He notices she is wearing an unusual costume., E. He remembers she missed an important meeting.	B	Intent Inference
2021	teacher-student/video_124.mp4	teacher-student/video_124	2021-2	What made the woman excited?	She saw this man.	A. She received good news., B. She saw this man., C. She watched her favorite movie., D. She was given a compliment., E. She found her lost pet.	B	Emotion Inference
2021	teacher-student/video_124.mp4	teacher-student/video_124	2021-3	What did the two do in the end?	I don't know.	A. I don't know., B. They left together., C. They had a discussion., D. They went their separate ways., E. They took a photo.	A	Emotion Inference
2021	teacher-student/video_124.mp4	teacher-student/video_124	2021-4	What is the woman holding when she recognizes the man?	A canned beverage.	A. A shopping bag., B. A smartphone., C. A book., D. A set of keys., E. A canned beverage.	E	Attitude Inference
2022	teacher-student/video_252.mp4	teacher-student/video_252	2022-1	Is the student's behavior safe at the end of the video?	No, it's unsafe. Their eyes are covered and the stool is about to tip over.	A. Yes, it seems safe as they are sitting still., B. It's unclear; the video doesn't show their actions clearly., C. Yes, they are using the stool properly., D. No, but they are supervised by a teacher., E. No, it's unsafe. Their eyes are covered and the stool is about to tip over.	E	Emotion Inference
2022	teacher-student/video_252.mp4	teacher-student/video_252	2022-2	What would happen if things reversed for him?	He would remain calm.	A. He would panic., B. He would become angry., C. He would feel confused., D. He would remain calm., E. He would celebrate.	D	Counterfactual Prediction
2022	teacher-student/video_252.mp4	teacher-student/video_252	2022-3	If the behavior was less severe, would the woman be as concerned?	No.	A. Yes, absolutely., B. No., C. She would be more at ease., D. It wouldn't matter to her., E. She would still worry significantly.	B	Counterfactual Prediction
2022	teacher-student/video_252.mp4	teacher-student/video_252	2022-4	Which kind of relationship plays a dominant role in this video?	teacher-student	A. teacher-student, B. boss-employee, C. caregiver-recipient, D. transactional, E. colleagues, F. service, G. grandparent-child, H. friends, I. sibling, J. couple, K. parent-child, L. classmates, M. sports teammates, N. coach-player	A	Relation Inference
2023	teacher-student/video_62.mp4	teacher-student/video_62	2023-1	Why might the people in the uniforms be wearing face masks?	To protect themselves from airborne viruses.	A. To conceal their identities during a mission., B. To protect themselves from airborne viruses., C. To reduce the effects of pollution in the area., D. To follow a fashion trend among their peers., E. To prevent injuries while performing physical tasks.	B	Intent Inference
2023	teacher-student/video_62.mp4	teacher-student/video_62	2023-2	Why does the person in green move upwards the stairs during the video?	To be closer to the group.	A. To avoid the crowd on the ground., B. To find a better view of the performance., C. To be closer to the group., D. To retrieve a lost item from the upper level., E. To take a break from the noisy environment.	C	Intent Inference
2024	teacher-student/video_125.mp4	teacher-student/video_125	2024-1	What is likely to happen after the speech is over?	The group will continue dancing.	A. The group will continue dancing., B. The guests will leave the venue., C. Everyone will sit down for dinner., D. They will start cleaning up the area., E. The lights will go out completely.	A	Factual Prediction
2024	teacher-student/video_125.mp4	teacher-student/video_125	2024-2	How would the perception of the video be different if the tone were more cheerful?	The scene would be more lighthearted.	A. The visuals would become darker., B. The scene would be more lighthearted., C. The characters would seem more serious., D. The background music would be more melancholic., E. The setting would likely be more dramatic.	B	Counterfactual Prediction
2025	teacher-student/video_111.mp4	teacher-student/video_111	2025-1	Why is the person recording insistent on using the bathroom?	It is an emergency.	A. They are looking for a quiet place., B. It is an emergency., C. They want to wash their hands., D. They are waiting for a friend., E. They need to change clothes.	B	Intent Inference
2025	teacher-student/video_111.mp4	teacher-student/video_111	2025-2	How would the interaction change if the person asking had more power or authority over the person denying access?	The person would get permission to use the bathroom.	A. The person would be denied access completely., B. The person would get permission to use the bathroom., C. The person would have to wait for approval., D. The person would be escorted to a different area., E. The person would be required to fill out a form.	B	Counterfactual Prediction
2025	teacher-student/video_111.mp4	teacher-student/video_111	2025-3	Why doesn't the teacher agree to let the students go to the bathroom?	Students go to the bathroom to smoke.	A. Students might distract others in class., B. Students often take too long to return., C. Students could be skipping class time., D. Students may just be talking in the hallway., E. Students go to the bathroom to smoke.	E	Intent Inference
2025	teacher-student/video_111.mp4	teacher-student/video_111	2025-4	What is the tone of the person who is being asked to use the bathroom?	Begging.	A. Indifferent., B. Begging., C. Excited., D. Frustrated., E. Dismissive.	B	Factual Prediction
2025	teacher-student/video_111.mp4	teacher-student/video_111	2025-5	Which kind of relationship plays a dominant role in this video?	teacher-student	A. colleagues, B. couple, C. service, D. sports teammates, E. classmates, F. grandparent-child, G. teacher-student, H. transactional, I. boss-employee, J. parent-child, K. sibling, L. caregiver-recipient, M. coach-player, N. friends	G	Relation Inference
2026	teacher-student/video_120.mp4	teacher-student/video_120	2026-1	Why does the teacher engage in the roast battle with the students?	To create a fun, engaging classroom environment.	A. To demonstrate their superior knowledge in a playful manner., B. To discourage disruptive behavior among the students., C. To create a fun, engaging classroom environment., D. To assess the students' understanding of humor and sarcasm., E. To prepare the students for future competitive events.	C	Intent Inference
2026	teacher-student/video_120.mp4	teacher-student/video_120	2026-2	Why does the student mention the teacher being too involved in her love life?	As a humorous jab at the teacher's interest in her personal affairs.	A. To illustrate the teacher's lack of professional boundaries., B. To express frustration over constant interruptions in class., C. As a humorous jab at the teacher's interest in her personal affairs., D. As a way to highlight the teacher's misguided priorities., E. To suggest that the teacher's advice is not relevant to academic success.	C	Intent Inference
2027	teacher-student/video_149.mp4	teacher-student/video_149	2027-1	Why does the speaker transition to a trash can to make a point about rules?	To convey his attitude toward the students, suggesting their complaints will go unheard.	A. To highlight the importance of recycling and environmental responsibility., B. To express his belief in the necessity of strict discipline and order in the classroom., C. To symbolize the uselessness of their arguments in gaining any real change., D. To convey his attitude toward the students, suggesting their complaints will go unheard., E. To compare the students' behavior to discarded items, indicating their valuelessness.	D	Intent Inference
2027	teacher-student/video_149.mp4	teacher-student/video_149	2027-2	Which kind of relationship plays a dominant role in this video?	teacher-student	A. transactional, B. sports teammates, C. sibling, D. classmates, E. friends, F. caregiver-recipient, G. teacher-student, H. service, I. boss-employee, J. parent-child, K. coach-player, L. couple, M. grandparent-child, N. colleagues	G	Relation Inference
2028	teacher-student/video_116.mp4	teacher-student/video_116	2028-1	Why is the professor asking if the woman will condemn Hamas and Hezbollah?	To expose perceived hypocrisy regarding terrorist organizations.	A. To understand her views on international politics., B. To encourage a dialogue about regional conflicts., C. To ensure she supports all forms of resistance., D. To assess her stance on humanitarian issues., E. To expose perceived hypocrisy regarding terrorist organizations.	E	Intent Inference
2028	teacher-student/video_116.mp4	teacher-student/video_116	2028-2	How would the debate between the professor and the woman change if they had the same political views?	The professor and the woman would agree and there would be no debate.	A. The professor would dominate the conversation and dismiss the woman's ideas., B. The professor and the woman would agree and there would be no debate., C. Their discussion would become heated and filled with disagreements., D. They would engage in a friendly exchange but still challenge each other's opinions., E. The debate would shift to a more philosophical perspective, exploring abstract concepts.	B	Counterfactual Prediction
2028	teacher-student/video_116.mp4	teacher-student/video_116	2028-3	Why is the professor unwilling to answer questions from women?	Because he cannot provide an answer.	A. Because he cannot provide an answer., B. Because he is uncomfortable with the topic., C. Because he prefers to answer questions from men., D. Because he has been instructed not to engage with women., E. Because he is busy with other research.	A	Intent Inference
2029	teacher-student/video_121.mp4	teacher-student/video_121	2029-1	What will the student do after the teacher's remarks?	He will keep quiet.	A. He will keep quiet.	C	Factual Prediction
2029	teacher-student/video_121.mp4	teacher-student/video_121	2029-2	What will the teacher do if the male student continues to engage in disrespectful and mocking dialogue?	The teacher will become more angry and will use their authority to remove the student from the classroom.	A. The teacher will ignore the behavior and continue with the lesson., B. The teacher will politely ask the student to stop talking., C. The teacher will call the student's parents to discuss his behavior., D. The teacher will give the student extra assignments as a punishment., E. The teacher will become more angry and will use their authority to remove the student from the classroom.	E	Factual Prediction
2030	teacher-student/video_79.mp4	teacher-student/video_79	2030-1	Why did the reporter show images of the exterior of the school?	To establish context	A. To highlight security concerns, B. To showcase recent renovations, C. To emphasize student activities, D. To establish context, E. To present historical significance	D	Intent Inference
2030	teacher-student/video_79.mp4	teacher-student/video_79	2030-2	What will the school administration likely do after the fact-finding?	Discipline the teacher	A. Offer additional training, B. Discipline the teacher, C. Hold a staff meeting, D. Increase student resources, E. Change the curriculum	B	Factual Prediction
2030	teacher-student/video_79.mp4	teacher-student/video_79	2030-3	Is what the teacher did correct?	It is wrong; the teacher should not have done that and should have chosen to wake him up.	A. It is correct; the teacher acted appropriately in that situation., B. It is debatable; some may think the teacher made the right choice., C. It is wrong; the teacher should not have done that and should have chosen to wake him up., D. It is irrelevant; the teacher's actions do not significantly impact the outcome., E. It is partly correct; the teacher had good intentions but could have handled it better.	C	Emotion Inference
2030	teacher-student/video_79.mp4	teacher-student/video_79	2030-4	What is the attitude of the head teacher towards the teacher that poured water on the student?	Indifferent	A. Indifferent, B. Angry, C. Supportive, D. Understanding, E. Concerned	A	Attitude Inference
2031	teacher-student/video_133.mp4	teacher-student/video_133	2031-1	How would the teacher's reaction change if the student had responded rudely?	It would have been stricter.	A. It would have been more lenient., B. It would have been stricter., C. It would have been indifferent., D. It would have been supportive., E. It would have been confused.	B	Counterfactual Prediction
2031	teacher-student/video_133.mp4	teacher-student/video_133	2031-2	Why hasn't the teacher said anything?	She wants more explanations.	A. She wants more explanations., B. She's waiting for the students to respond., C. She feels unwell and cannot speak., D. She's preparing her notes for the next lesson., E. She's unsure about the topic being discussed.	A	Intent Inference
2031	teacher-student/video_133.mp4	teacher-student/video_133	2031-3	What is the tone of the student's voice when addressing the teacher?	Nervous yet enthusiastic.	A. Casual and indifferent., B. Angry and dismissive., C. Nervous yet enthusiastic., D. Respectful, but assertive., E. Sarcastic and mocking.	C	Emotion Inference
2031	teacher-student/video_133.mp4	teacher-student/video_133	2031-4	How is the teacher going to proceed after the student replies to her questions?	She intends to ask more questions to clarify the topic.	A. She intends to ask more questions to clarify the topic., B. She will enthusiastically encourage further discussion., C. She is going to ignore what the student is saying., D. She plans to provide detailed feedback on the student's response., E. She is going to redirect the conversation to a different subject.	A	Environment Perception
2032	teacher-student/video_146.mp4	teacher-student/video_146	2032-1	Why does the female student speak out against the female speaker?	She believes that the speaker does not understand their lives.	A. She thinks the speaker is promoting outdated ideas., B. She feels the speaker is too focused on academic success., C. She argues that the speaker ignores diverse perspectives., D. She believes that the speaker does not understand their lives., E. She claims the speaker does not represent their community.	D	Intent Inference
2032	teacher-student/video_146.mp4	teacher-student/video_146	2032-2	How might the female speaker's attitude change if she was from the same background as her students?	She would be more understanding of the student's experiences.	A. She might become more critical of their choices., B. She could develop a dismissive attitude toward their struggles., C. She would be more understanding of the student's experiences., D. She may feel less motivated to challenge them academically., E. She would likely adopt a more authoritative teaching style.	C	Attitude Inference
2033	teacher-student/video_87.mp4	teacher-student/video_87	2033-1	Why was the teacher in the classroom alone?	To grade papers.	A. To prepare for a field trip., B. To make a lesson plan., C. To watch a training video., D. To decorate the classroom., E. To grade papers.	E	Intent Inference
2033	teacher-student/video_87.mp4	teacher-student/video_87	2033-2	After a student injures a teacher, will the teacher call the police to hold the student accountable for their actions?	In any case, the student must take corresponding responsibility.	A. The teacher might choose not to report the incident., B. The police will automatically intervene regardless of the teacher's decision., C. The teacher may report the student but only for minor offenses., D. The teacher will seek reconciliation instead of legal action., E. In any case, the student must take corresponding responsibility.	E	Factual Prediction
2033	teacher-student/video_87.mp4	teacher-student/video_87	2033-3	Why was Alex expelled?	Because he accidentally injured Mr. Davis.	A. Because he accidentally injured Mr. Davis., B. Because he failed his exams., C. Because he was caught cheating., D. Because he skipped too many classes., E. Because he was disrespectful to a teacher.	A	Intent Inference
2033	teacher-student/video_87.mp4	teacher-student/video_87	2033-4	How did the students respond after they injured the teacher?	They panicked.	A. They laughed uncontrollably., B. They panicked., C. They wrote an apology note., D. They celebrated with a party., E. They ignored the situation completely.	B	Emotion Inference
2033	teacher-student/video_87.mp4	teacher-student/video_87	2033-5	What will most likely happen to the other vandals involved in injuring the teacher?	They will be expelled from school.	A. They will face community service., B. They will be arrested., C. They will receive a warning from the authorities., D. They will be expelled from school., E. They will be put in a rehabilitation program.	D	Factual Prediction
2034	teacher-student/video_90.mp4	teacher-student/video_90	2034-1	If the individual regretted what they said, how might their apology sound?	More sincere and less dismissive.	A. More defensive and self-justifying., B. Casual and somewhat indifferent., C. Overly complicated and vague., D. Short and lacking in emotion., E. More sincere and less dismissive.	E	Emotion Inference
2034	teacher-student/video_90.mp4	teacher-student/video_90	2034-2	How effective is it to express one's thoughts in this way?	The effect is average.	A. The effect is very good., B. It has no effect at all., C. The effect is average., D. The effect is poor., E. The effect is excellent.	C	Environment Perception
2034	teacher-student/video_90.mp4	teacher-student/video_90	2034-3	What was her tone when she apologized?	Cheerful	A. Serious, B. Cheerful, C. Sad, D. Indifferent, E. Angry	B	Emotion Inference
2034	teacher-student/video_90.mp4	teacher-student/video_90	2034-4	"What facial expression does the person in the video have when stating ""I'm just trying to have some fun?"""	Smiling.	A. Frowning., B. Looking surprised., C. Pouting., D. Smiling., E. Glaring.	D	Factual Prediction
2034	teacher-student/video_90.mp4	teacher-student/video_90	2034-5	Why might the person in the video be using song and dance to express these ideas?	To soften or minimize the severity of their actions.	A. To attract more viewers to the content., B. To create a sense of celebration and joy., C. To soften or minimize the severity of their actions., D. To demonstrate their musical talent and skills., E. To convey a serious message more directly.	C	Intent Inference
2034	teacher-student/video_90.mp4	teacher-student/video_90	2034-6	Why might the individual in the video claim they did not mean to hurt anyone?	To emphasize their lack of intent to cause harm.	A. To express their feelings of remorse., B. To emphasize their lack of intent to cause harm., C. To explain their reasoning behind the situation., D. To justify their earlier behavior., E. To highlight their misunderstanding of the event.	B	Intent Inference
2035	teacher-student/video_119.mp4	teacher-student/video_119	2035-1	Why does the man by the projector mention his private jet to the professor?	He is trying to justify his late assignment by highlighting his importance and busy schedule.	A. He is boasting about his wealth to impress everyone in the room., B. He is trying to justify his late assignment by highlighting his importance and busy schedule., C. He wants to invite the professor on a trip to showcase his lifestyle., D. He is using it as an excuse to avoid giving a proper presentation., E. He is complaining about the inconveniences of flying commercial airlines.	B	Intent Inference
2035	teacher-student/video_119.mp4	teacher-student/video_119	2035-2	Which kind of relationship plays a dominant role in this video?	teacher-student	A. sibling, B. couple, C. teacher-student, D. classmates, E. boss-employee, F. parent-child, G. friends, H. colleagues, I. transactional, J. sports teammates, K. service, L. caregiver-recipient, M. coach-player, N. grandparent-child	C	Relation Inference
2037	grandparent-child/video_101.mp4	grandparent-child/video_101	2037-1	Why are the numbers circled by the child?	To match the dot cards.	A. To match the dot cards., B. To decorate the page., C. To indicate their favorite numbers., D. To create a pattern with colors., E. To prepare for a math test.	A	Intent Inference
2037	grandparent-child/video_101.mp4	grandparent-child/video_101	2037-2	If the adult showed frustration when the child made mistakes, how might the child react?	The child would likely become discouraged.	A. The child might feel motivated to improve., B. The child could develop a sense of independence., C. The child would likely become discouraged., D. The child may respond with laughter and ignore the adult., E. The child might become indifferent to learning altogether.	C	Attitude Inference
2037	grandparent-child/video_101.mp4	grandparent-child/video_101	2037-3	Do children enjoy this type of interaction?	Yes, they are very focused.	A. Yes, they are very focused., B. No, they seem disinterested., C. Sometimes, but not always., D. Only if they're in the mood., E. They prefer to play alone.	A	Emotion Inference
2037	grandparent-child/video_101.mp4	grandparent-child/video_101	2037-4	What type of emotion is the child showing while placing the colored cups over the cubes?	Concentration.	A. Excitement., B. Frustration., C. Joy., D. Anxiety., E. Concentration.	E	Emotion Inference
2038	grandparent-child/video_102.mp4	grandparent-child/video_102	2038-1	Given the tone of the video, what is likely to be the next scene shown?	More moments displaying affection among family members.	A. A sudden dramatic conflict between friends., B. An intense chase scene through a crowded street., C. A humorous mishap involving a pet., D. A serene landscape showcasing natural beauty., E. More moments displaying affection among family members.	E	Factual Prediction
2038	grandparent-child/video_102.mp4	grandparent-child/video_102	2038-2	Which kind of relationship plays a dominant role in this video?	grandparent-child	A. service, B. sibling, C. sports teammates, D. colleagues, E. transactional, F. coach-player, G. couple, H. boss-employee, I. teacher-student, J. grandparent-child, K. caregiver-recipient, L. classmates, M. parent-child, N. friends	J	Relation Inference
